x,y,Especie,Subespecie,Nombre_com,Total,Lugar,latitude,longitude,Plataforma,Continent,objectid_1,objectid,cod_catalo,codigo_dta,provincia,canton,distrito,area,cod_provin,cod_canton,region,version
371456.1277,1144519.849,Alouatta palliata,No,Mono Congo,10,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.348461,-85.173737,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
399870.1576,1145178.283,Alouatta palliata,No,Mono Congo,4,Mirador El Ángel,10.355255,-84.914331,iNaturalist,Si,371,400,160105,50702,Guanacaste,Abangares,Sierra,112,5,507,Chorotega,20200616
399870.1576,1145178.283,Cebus  imitator,No,Mono Carablanca,21,Mirador El Ángel,10.355255,-84.914331,iNaturalist,Si,371,400,160105,50702,Guanacaste,Abangares,Sierra,112,5,507,Chorotega,20200616
566580.2955,1145330.17,Cebus  imitator,No,Mono Carablanca,1,"Tortuguero National Park, Tortuguero, CR-LI-PO, CR-LI, CR",10.357352,-83.392008,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
546763.0246,1145777.35,Ateles geoffroyi,No,Mono Araña,1,"Limón, CR",10.361686,-83.572964,iNaturalist,Si,379,413,160105,70204,Limón,Pococí,Roxana,177,7,702,Huetar Caribe,20200616
371453.3429,1146259.413,Alouatta palliata,No,Mono Congo,12,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.364186,-85.17382,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371614.638,1146264.621,Alouatta palliata,No,Mono Congo,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.364239,-85.172348,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371576.2456,1146277.211,Alouatta palliata,No,Mono Congo,8,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.364351,-85.172699,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
371228.9106,1146354.556,Alouatta palliata,No,Mono Congo,5,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.365039,-85.175873,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
553393.4534,1146429.029,Alouatta palliata,No,Mono Congo,3,"Colorado, Limón, Pococí, Costa Rica",10.367492,-83.512407,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
305128.8997,1147254.487,Alouatta palliata,No,Mono Congo,14,"Provincia de Guanacaste, Huacas, Costa Rica",10.370399,-85.779343,iNaturalist,Si,436,418,160105,50304,Guanacaste,Santa Cruz,Tempate,140,5,503,Chorotega,20200616
372658.0115,1148234.232,Alouatta palliata,No,Mono Congo,6,"Unnamed Road, Provincia de Guanacaste, Costa Rica",10.382078,-85.162888,iNaturalist,Si,430,405,160105,50604,Guanacaste,Cañas,Bebedero,58,5,506,Chorotega,20200616
301213.691,1149272.479,Alouatta palliata,No,Mono Congo,1,"Santa Cruz, CR-GU, CR",10.388436,-85.815186,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
302454.4287,1150083.866,Alouatta palliata,No,Mono Congo,1,"Santa Cruz, CR-GU, CR",10.395833,-85.803902,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
301417.856,1150139.765,Alouatta palliata,No,Mono Congo,2,"Santa Cruz, CR-GU, CR",10.396285,-85.813367,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
301110.4085,1150180.057,Alouatta palliata,No,Mono Congo,17,"Santa Cruz, CR-GU, CR",10.396633,-85.816176,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
301224.9273,1150218.265,Alouatta palliata,No,Mono Congo,22,"Santa Cruz, CR-GU, CR",10.396984,-85.815132,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
354948.6251,1150149.275,Cebus  imitator,No,Mono Carablanca,13,"Bagaces, Guanacaste, CR",10.398762,-85.324655,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
562757.0414,1150121.962,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.40074,-83.42684,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
545574.8658,1150241.696,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.402065,-83.58376,iNaturalist,Si,379,413,160105,70204,Limón,Pococí,Roxana,177,7,702,Huetar Caribe,20200616
546074.2079,1150358.263,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.403113,-83.579198,iNaturalist,Si,379,413,160105,70204,Limón,Pococí,Roxana,177,7,702,Huetar Caribe,20200616
304011.9561,1150944.731,Alouatta palliata,No,Mono Congo,1,"Guanacaste Province, Brasilito, Costa Rica",10.403692,-85.789728,iNaturalist,Si,432,409,160105,50308,Guanacaste,Santa Cruz,Cabo Velas,74,5,503,Chorotega,20200616
555363.4079,1150751.461,Ateles geoffroyi,No,Mono Araña,1,"Limón, CR",10.406545,-83.494355,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
500502.0073,1151402.727,Ateles geoffroyi,No,Mono Araña,1,Costa Rica,10.412832,-83.995415,iNaturalist,Si,386,435,160105,41002,Heredia,Sarapiquí,La Virgen,514,4,410,Huetar Norte,20200616
559457.9812,1152210.641,Ateles geoffroyi,No,Mono Araña,4,"Limón, CR",10.419677,-83.456937,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
361196.6196,1152452.192,Alouatta palliata,No,Mono Congo,10,"Guanacaste Province, Bagaces, Costa Rica",10.41981,-85.26769,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
559820.8662,1152328.617,Ateles geoffroyi,No,Mono Araña,5,"Limón, CR",10.420738,-83.453621,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
419561.5429,1152890.557,Cebus  imitator,No,Mono Carablanca,12,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.425441,-84.734694,iNaturalist,Si,437,420,160105,21007,Alajuela,San Carlos,La Fortuna,230,2,210,Huetar Norte,20200616
420171.4158,1153006.442,Alouatta palliata,No,Mono Congo,13,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.426501,-84.729127,iNaturalist,Si,437,420,160105,21007,Alajuela,San Carlos,La Fortuna,230,2,210,Huetar Norte,20200616
549963.3887,1153042.465,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.427333,-83.543643,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
491851.0702,1153358.059,Alouatta palliata,No,Mono Congo,4,"Heredia, Sarapiquí, Costa Rica",10.430503,-84.074432,iNaturalist,Si,386,435,160105,41002,Heredia,Sarapiquí,La Virgen,514,4,410,Huetar Norte,20200616
492499.3865,1153563.559,Alouatta palliata,No,Mono Congo,8,"Heredia, Sarapiquí, Costa Rica",10.432363,-84.068511,iNaturalist,Si,386,435,160105,41002,Heredia,Sarapiquí,La Virgen,514,4,410,Huetar Norte,20200616
418111.7051,1153812.293,Ateles geoffroyi,No,Mono Araña,5,"Alajuela, CR",10.433744,-84.747956,iNaturalist,Si,437,420,160105,21007,Alajuela,San Carlos,La Fortuna,230,2,210,Huetar Norte,20200616
354124.2494,1154179.267,Alouatta palliata,No,Mono Congo,4,"Bagaces, Guanacaste, CR",10.435159,-85.332336,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
422427.6214,1154132.185,Alouatta palliata,No,Mono Congo,6,"La Fortuna, Provincia de Alajuela, San Carlos, Costa Rica",10.436726,-84.708543,iNaturalist,Si,437,420,160105,21007,Alajuela,San Carlos,La Fortuna,230,2,210,Huetar Norte,20200616
553753.7609,1154162.128,Ateles geoffroyi,No,Mono Araña,3,"Limón, CR",10.437405,-83.509008,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
491341.647,1154192.139,Alouatta palliata,No,Mono Congo,1,Costa Rica,10.438043,-84.079087,iNaturalist,Si,386,435,160105,41002,Heredia,Sarapiquí,La Virgen,514,4,410,Huetar Norte,20200616
385427.4678,1154950.419,Alouatta palliata,No,Mono Congo,14,"Libano - Javilla, Provincia de Guanacaste, Costa Rica",10.443194,-85.046494,iNaturalist,Si,438,421,160105,50601,Guanacaste,Cañas,Cañas,193,5,506,Chorotega,20200616
488576.4009,1154856.882,Alouatta palliata,No,Mono Congo,1,"Heredia, Sarapiquí, Costa Rica",10.444047,-84.104348,iNaturalist,Si,386,435,160105,41002,Heredia,Sarapiquí,La Virgen,514,4,410,Huetar Norte,20200616
556530.1324,1155714.983,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.451404,-83.483626,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
469276.2888,1155903.045,Alouatta palliata,No,Mono Congo,1,"Provincia de Alajuela, Pital, Costa Rica",10.453399,-84.28065,iNaturalist,Si,457,444,160105,21006,Alajuela,San Carlos,Pital,379,2,210,Huetar Norte,20200616
395501.6832,1156320.318,Cebus  imitator,No,Mono Carablanca,6,"Provincia de Guanacaste, Tilarán, Costa Rica",10.455867,-84.954524,iNaturalist,Si,439,423,160105,50801,Guanacaste,Tilarán,Tilarán,145,5,508,Chorotega,20200616
470325.6543,1156228.494,Alouatta palliata,No,Mono Congo,7,"Parada de San Carlos - Boca Tapada, Provincia de Alajuela, Pital, Costa Rica",10.45635,-84.271067,iNaturalist,Si,457,444,160105,21006,Alajuela,San Carlos,Pital,379,2,210,Huetar Norte,20200616
544809.5711,1156256.393,Ateles geoffroyi,No,Mono Araña,6,"Limón, CR",10.456455,-83.590679,iNaturalist,Si,379,413,160105,70204,Limón,Pococí,Roxana,177,7,702,Huetar Caribe,20200616
493690.0863,1156341.457,Alouatta palliata,No,Mono Congo,2,"Heredia, Sarapiquí, Costa Rica",10.457481,-84.05764,iNaturalist,Si,451,438,160105,41001,Heredia,Sarapiquí,Puerto Viejo,429,4,410,Huetar Norte,20200616
505914.0833,1156356.227,Alouatta palliata,No,Mono Congo,1,"Sarapiquí, Heredia, CR",10.457616,-83.945976,iNaturalist,Si,451,438,160105,41001,Heredia,Sarapiquí,Puerto Viejo,429,4,410,Huetar Norte,20200616
546370.8196,1156771.193,Ateles geoffroyi,No,Mono Araña,1,"Limón, CR",10.461091,-83.576411,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
549740.7611,1157004.576,Ateles geoffroyi,No,Mono Araña,2,"Limón, CR",10.463158,-83.545625,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
549841.4927,1157201.894,Ateles geoffroyi,No,Mono Araña,4,"Limón, CR",10.464941,-83.544702,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
395003.4956,1158198.423,Alouatta palliata,No,Mono Congo,9,"Provincia de Guanacaste, Tilarán, Costa Rica",10.472832,-84.959126,iNaturalist,Si,439,423,160105,50801,Guanacaste,Tilarán,Tilarán,145,5,508,Chorotega,20200616
470564.9789,1158431.643,Alouatta palliata,No,Mono Congo,1,"Provincia de Alajuela, San Carlos, Costa Rica",10.476272,-84.268898,iNaturalist,Si,457,444,160105,21006,Alajuela,San Carlos,Pital,379,2,210,Huetar Norte,20200616
547722.3816,1158560.05,Ateles geoffroyi,No,Mono Araña,3,"Limón, CR",10.477248,-83.564042,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
547111.1176,1158777.797,Ateles geoffroyi,No,Mono Araña,1,"Limón, CR",10.479224,-83.569624,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
556460.3763,1159157.904,Ateles geoffroyi,No,Mono Araña,10,"Limón, CR",10.482534,-83.484211,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
547134.5267,1159254.271,Ateles geoffroyi,No,Mono Araña,8,"Limón, CR",10.483532,-83.569404,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
348648.6507,1160044.547,Cebus  imitator,No,Mono Carablanca,12,"Provincia de Guanacaste, Bagaces, Costa Rica",10.487963,-85.382572,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
348467.4209,1160488.923,Cebus  imitator,No,Mono Carablanca,9,"Provincia de Guanacaste, Bagaces, Costa Rica",10.491972,-85.384245,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
404887.1985,1160340.16,Alouatta palliata,No,Mono Congo,9,"Provincia de Guanacaste, Costa Rica",10.492454,-84.868902,iNaturalist,Si,382,419,160105,50803,Guanacaste,Tilarán,Tronadora,140,5,508,Chorotega,20200616
404887.1985,1160340.16,Alouatta palliata,No,Mono Congo,13,"Provincia de Guanacaste, Costa Rica",10.492454,-84.868902,iNaturalist,Si,382,419,160105,50803,Guanacaste,Tilarán,Tronadora,140,5,508,Chorotega,20200616
392160.3837,1161039.312,Alouatta palliata,No,Mono Congo,5,"Unnamed Road, Guanacaste Province, Costa Rica",10.498435,-84.985176,iNaturalist,Si,440,424,160105,50804,Guanacaste,Tilarán,Santa Rosa,71,5,508,Chorotega,20200616
349354.4828,1161538.592,Alouatta palliata,No,Mono Congo,10,"Bagaces, CR-GU, CR",10.501495,-85.376185,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
399250.9816,1161452.383,Alouatta palliata,No,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.502364,-84.920416,iNaturalist,Si,382,419,160105,50803,Guanacaste,Tilarán,Tronadora,140,5,508,Chorotega,20200616
556177.438,1161419.181,Ateles geoffroyi,No,Mono Araña,1,"Limón, CR",10.502983,-83.486762,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
395509.5857,1161791.051,Alouatta palliata,No,Mono Congo,6,"Provincia de Guanacaste, Costa Rica",10.505325,-84.954603,iNaturalist,Si,439,423,160105,50801,Guanacaste,Tilarán,Tilarán,145,5,508,Chorotega,20200616
349946.1268,1161998.581,Alouatta palliata,No,Mono Congo,8,"Bagaces, CR-GU, CR",10.505676,-85.3708,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
396511.6201,1161995.852,Alouatta palliata,No,Mono Congo,4,"Provincia de Guanacaste, Costa Rica",10.507203,-84.945455,iNaturalist,Si,439,423,160105,50801,Guanacaste,Tilarán,Tilarán,145,5,508,Chorotega,20200616
350190.1599,1162237.86,Cebus  imitator,No,Mono Carablanca,18,"Reserva Biológica Lomas De Barbudal, Bagaces, Guanacaste, CR",10.507849,-85.36858,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
350251.8899,1162764.125,Alouatta palliata,No,Mono Congo,9,"Reserva Biológica Lomas De Barbudal, Bagaces, Guanacaste, CR",10.512608,-85.368037,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
406115.7943,1162609.435,Alouatta palliata,No,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.513,-84.857735,iNaturalist,Si,442,427,160105,50807,Guanacaste,Tilarán,Arenal,73,5,508,Chorotega,20200616
362325.444,1162946.388,Cebus  imitator,No,Mono Carablanca,15,"Bagaces, Guanacaste, CR",10.514712,-85.257764,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
358249.6726,1163208.738,Alouatta palliata,No,Mono Congo,12,"De posada llanos del cortés 3 kilometro camino al pueblo de llanos llegan a la Esquina de la plaza de futbol a mano derecha 2.5 kilometros Guanacaste Bagaces llanos del cortes, Provincia de Guanacaste, Bagaces, Costa Rica",10.516934,-85.295003,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
382402.4974,1163820.575,Alouatta palliata,No,Mono Congo,6,"Provincia de Guanacaste, Costa Rica",10.523289,-85.074396,iNaturalist,Si,438,421,160105,50601,Guanacaste,Cañas,Cañas,193,5,506,Chorotega,20200616
486805.8569,1164036.722,Alouatta palliata,No,Mono Congo,2,"Heredia, Sarapiquí, Costa Rica",10.527041,-84.120553,iNaturalist,Si,386,435,160105,41002,Heredia,Sarapiquí,La Virgen,514,4,410,Huetar Norte,20200616
553403.1157,1164134.482,Alouatta palliata,No,Mono Congo,5,"Colorado, Limón, Pococí, Costa Rica",10.527572,-83.512069,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
553229.4818,1164158.441,Alouatta palliata,No,Mono Congo,5,"Colorado, Limón, Pococí, Costa Rica",10.527791,-83.513656,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
553486.0688,1164184.26,Alouatta palliata,No,Mono Congo,1,"Colorado, Limón, Pococí, Costa Rica",10.528021,-83.511311,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
544232.7743,1164213.202,Ateles geoffroyi,No,Mono Araña,7,"Limón, CR",10.528402,-83.595854,iNaturalist,Si,383,422,160105,70205,Limón,Pococí,Cariari,201,7,702,Huetar Caribe,20200616
308832.036,1164800.08,Alouatta palliata,No,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.529151,-85.746427,iNaturalist,Si,444,430,160105,50503,Guanacaste,Carrillo,Sardinal,260,5,505,Chorotega,20200616
308833.0601,1164801.115,Alouatta palliata,No,Mono Congo,18,"Provincia de Guanacaste, Costa Rica",10.52916,-85.746418,iNaturalist,Si,444,430,160105,50503,Guanacaste,Carrillo,Sardinal,260,5,505,Chorotega,20200616
308876.2759,1164833.708,Alouatta palliata,No,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.529457,-85.746025,iNaturalist,Si,444,430,160105,50503,Guanacaste,Carrillo,Sardinal,260,5,505,Chorotega,20200616
308846.4886,1164837.04,Alouatta palliata,No,Mono Congo,1,"Provincia de Guanacaste, Costa Rica",10.529486,-85.746297,iNaturalist,Si,444,430,160105,50503,Guanacaste,Carrillo,Sardinal,260,5,505,Chorotega,20200616
308858.2082,1164867.322,Alouatta palliata,No,Mono Congo,12,"Provincia de Guanacaste, Costa Rica",10.52976,-85.746192,iNaturalist,Si,444,430,160105,50503,Guanacaste,Carrillo,Sardinal,260,5,505,Chorotega,20200616
555137.8913,1164396.226,Alouatta palliata,No,Mono Congo,4,"Colorado, Limón, Pococí, Costa Rica",10.529914,-83.496216,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
552882.5868,1164429.542,Alouatta palliata,No,Mono Congo,2,"Colorado, Limón, Pococí, Costa Rica",10.530247,-83.516821,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
555044.5097,1164536.942,Alouatta palliata,No,Mono Congo,12,"Colorado, Limón, Pococí, Costa Rica",10.531187,-83.497067,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
362246.4523,1164791.818,Alouatta palliata,No,Mono Congo,17,"Avenida 15A, Bagaces, Guanacaste, CR",10.531391,-85.258553,iNaturalist,Si,446,432,160105,50401,Guanacaste,Bagaces,Bagaces,889,5,504,Chorotega,20200616
554999.8064,1164676.754,Cebus  imitator,No,Mono Carablanca,1,"Colorado, Limón, Pococí, Costa Rica",10.532452,-83.497473,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554963.9261,1164717.927,Alouatta palliata,No,Mono Congo,1,"Colorado, Limón, Pococí, Costa Rica",10.532825,-83.497801,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
552879.5103,1164729.152,Alouatta palliata,No,Mono Congo,7,"Colorado, Limón, Pococí, Costa Rica",10.532956,-83.516845,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554952.8021,1164734.777,Alouatta palliata,No,Mono Congo,8,"Colorado, Limón, Pococí, Costa Rica",10.532977,-83.497902,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554575.882,1164842.598,Alouatta palliata,No,Mono Congo,1,"Colorado, Limón, Pococí, Costa Rica",10.533958,-83.501344,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554574.9755,1164877.314,Cebus  imitator,No,Mono Carablanca,9,"Colorado, Limón, Pococí, Costa Rica",10.534272,-83.501352,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554844.55,1164898.759,Alouatta palliata,No,Mono Congo,2,"Colorado, Limón, Pococí, Costa Rica",10.534462,-83.498889,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554841.1266,1164910.214,Alouatta palliata,No,Mono Congo,3,"Colorado, Limón, Pococí, Costa Rica",10.534565,-83.49892,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554833.3823,1164924.058,Alouatta palliata,No,Mono Congo,11,"Colorado, Limón, Pococí, Costa Rica",10.534691,-83.49899,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554647.6853,1164932.4,Alouatta palliata,No,Mono Congo,4,"Parque Nacional Tortuguero, Pococí, Limón, CR",10.534769,-83.500687,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554420.745,1164953.294,Alouatta palliata,No,Mono Congo,3,"Tortuguero National Park, Tortuguero, CR-LI-PO, CR-LI, CR",10.534961,-83.50276,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554827.6102,1164978.367,Cebus  imitator,No,Mono Carablanca,1,"Colorado, Limón, Pococí, Costa Rica",10.535182,-83.499042,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554808.792,1165015.882,Alouatta palliata,No,Mono Congo,5,"Colorado, Limón, Pococí, Costa Rica",10.535521,-83.499214,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554633.6356,1165081.5,Alouatta palliata,No,Mono Congo,5,"Colorado, Limón, Pococí, Costa Rica",10.536117,-83.500813,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554740.7614,1165124.012,Alouatta palliata,No,Mono Congo,1,"Colorado, Limón, Pococí, Costa Rica",10.5365,-83.499834,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
553789.8747,1165160.973,Alouatta palliata,No,Mono Congo,4,"Colorado, Limón, Pococí, Costa Rica",10.536848,-83.508521,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
553792.4992,1165173.295,Alouatta palliata,No,Mono Congo,1,"Colorado, Limón, Pococí, Costa Rica",10.536959,-83.508497,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554317.73,1165198.34,Cebus  imitator,No,Mono Carablanca,1,"Limón, Pococí, Costa Rica",10.537178,-83.503698,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554526.2464,1165202.818,Alouatta palliata,No,Mono Congo,6,"Tortuguero, Limón, Costa Rica",10.537215,-83.501792,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554272.4881,1165216.078,Cebus  imitator,No,Mono Carablanca,5,"Limón, Pococí, Costa Rica",10.537339,-83.504111,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554402.201,1165220.682,Alouatta palliata,No,Mono Congo,3,"Colorado, Limón, Pococí, Costa Rica",10.537379,-83.502926,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554331.7869,1165241.647,Alouatta palliata,No,Mono Congo,4,"Colorado, Limón, Pococí, Costa Rica",10.537569,-83.503569,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554710.6622,1165277.059,Cebus  imitator,No,Mono Carablanca,1,"Tortuguero, Limón, Costa Rica",10.537884,-83.500106,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554436.3933,1165286.84,Cebus  imitator,No,Mono Carablanca,1,"Pococí, Limón, CR",10.537976,-83.502612,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554453.3969,1165295.48,Cebus  imitator,No,Mono Carablanca,1,"Pococí, CR-LI, CR",10.538054,-83.502457,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554569.8809,1165318.959,Alouatta palliata,No,Mono Congo,5,"Pococi, Limon, CR",10.538265,-83.501392,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554442.2326,1165330.056,Alouatta palliata,No,Mono Congo,6,"Pococí, CR-LI, CR",10.538367,-83.502558,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554578.0823,1165332.119,Alouatta palliata,No,Mono Congo,11,"Tortuguero, Limón, Costa Rica",10.538384,-83.501317,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554585.3774,1165333.022,Alouatta palliata,No,Mono Congo,5,"Tortuguero, Limón, Costa Rica",10.538392,-83.50125,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554481.3324,1165363.926,Alouatta palliata,No,Mono Congo,1,"Tortuguero, Limón, Costa Rica",10.538673,-83.5022,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
554483.0196,1165444.139,Alouatta palliata,No,Mono Congo,12,"Tortuguero, Limón, Costa Rica",10.539398,-83.502184,iNaturalist,Si,387,457,160105,70206,Limón,Pococí,Colorado,1158,7,702,Huetar Caribe,20200616
